date,ticker,action,price
2022-08-25,BAJFINANCE,SELL,7047.1499
2022-08-30,BAJFINANCE,BUY,7306.25
2022-09-02,RELIANCE,SELL,1148.66859975
2022-09-02,ITC,SELL,305.03319236
2022-09-05,ITC,BUY,310.41365144
2022-09-08,SBIN,SELL,544.65002
2022-09-09,SBIN,BUY,553.34998
2022-09-12,INFY,BUY,1536.2
2022-09-13,RELIANCE,BUY,1189.18180763
2022-09-13,INFY,SELL,1544.95
2022-09-13,BHARTIARTL,SELL,784.25
2022-09-14,HDFCBANK,SELL,1528.65
2022-09-14,BHARTIARTL,BUY,783.34998
2022-09-15,HDFCBANK,BUY,1520.7
2022-09-15,HINDUNILVR,SELL,2560.3999
2022-09-16,RELIANCE,SELL,1134.4606064
2022-09-20,HINDUNILVR,BUY,2583.55
2022-09-23,HDFCBANK,SELL,1446.15
2022-09-26,BHARTIARTL,SELL,755.04999
2022-09-27,SBIN,SELL,536.5
2022-09-29,ICICIBANK,SELL,843.90002
2022-09-30,BHARTIARTL,BUY,799.90002
2022-10-12,BHARTIARTL,SELL,775.54999
2022-10-17,HDFCBANK,BUY,1446.55
2022-10-17,ICICIBANK,BUY,885.20001
2022-10-17,SBIN,BUY,543.65002
2022-10-18,HDFCBANK,SELL,1443.85
2022-10-18,BHARTIARTL,BUY,783.15002
2022-10-19,HDFCBANK,BUY,1458.65
2022-10-20,HDFCBANK,SELL,1448.8
2022-10-20,ITC,SELL,330.09473533
2022-10-21,HDFCBANK,BUY,1438.6
2022-10-21,ITC,BUY,326.22459413
2022-10-24,HDFCBANK,SELL,1461.05
2022-10-25,HDFCBANK,BUY,1450.9
2022-10-25,HINDUNILVR,SELL,2505.3999
2022-10-25,SBIN,SELL,578.54999
2022-10-27,SBIN,BUY,579.65002
2022-10-27,BAJFINANCE,SELL,6971.1001
2022-10-31,BHARTIARTL,SELL,832.0
2022-11-01,BHARTIARTL,BUY,835.54999
2022-11-02,INFY,BUY,1553.3
2022-11-02,BHARTIARTL,SELL,809.84998
2022-11-03,BHARTIARTL,BUY,818.65002
2022-11-09,SBIN,SELL,615.54999
2022-11-10,INFY,SELL,1501.95
2022-11-10,SBIN,BUY,605.75
2022-11-11,RELIANCE,BUY,1194.6516581
2022-11-11,HDFCBANK,SELL,1611.15
2022-11-11,INFY,BUY,1570.1
2022-11-14,TCS,BUY,3335.5
2022-11-14,HDFCBANK,BUY,1615.05
2022-11-21,RELIANCE,SELL,1157.92871616
2022-11-22,RELIANCE,BUY,1164.35186398
2022-11-24,ICICIBANK,SELL,938.84998
2022-11-25,ICICIBANK,BUY,930.29999
2022-11-30,RELIANCE,SELL,1239.84038522
2022-12-01,RELIANCE,BUY,1236.18620735
2022-12-09,RELIANCE,SELL,1184.34750384
2022-12-13,HINDUNILVR,BUY,2710.3
2022-12-16,ICICIBANK,SELL,902.0
2022-12-16,INFY,SELL,1522.2
2022-12-16,ITC,SELL,316.31325692
2022-12-19,TCS,SELL,3202.05
2022-12-19,ITC,BUY,321.41050662
2022-12-22,ITC,SELL,313.8118242
2022-12-23,HINDUNILVR,SELL,2621.1001
2022-12-23,SBIN,SELL,574.0
2022-12-28,BHARTIARTL,SELL,803.79999
2022-12-29,SBIN,BUY,611.79999
2023-01-03,TCS,BUY,3311.3501
2023-01-06,TCS,SELL,3211.55
2023-01-09,RELIANCE,BUY,1178.7641256
2023-01-09,TCS,BUY,3319.95
2023-01-09,HINDUNILVR,BUY,2624.05
2023-01-09,BHARTIARTL,BUY,819.40002
2023-01-10,RELIANCE,SELL,1161.33318741
2023-01-10,HINDUNILVR,SELL,2643.8501
2023-01-10,BHARTIARTL,SELL,792.84998
2023-01-13,HINDUNILVR,BUY,2624.0
2023-01-16,HINDUNILVR,SELL,2597.1001
2023-01-17,HINDUNILVR,BUY,2667.55
2023-01-17,SBIN,SELL,592.95001
2023-01-20,HINDUNILVR,SELL,2548.75
2023-01-24,HINDUNILVR,BUY,2600.5
2023-01-30,HINDUNILVR,SELL,2568.1499
2023-02-01,INFY,BUY,1551.1
2023-02-02,HINDUNILVR,BUY,2634.8501
2023-02-02,ITC,BUY,357.37451107
2023-02-08,TCS,SELL,3520.1001
2023-02-09,TCS,BUY,3540.8501
2023-02-09,HINDUNILVR,SELL,2586.7
2023-02-22,TCS,SELL,3401.55
2023-02-27,HDFCBANK,SELL,1592.9
2023-02-28,INFY,SELL,1487.55
2023-03-09,HDFCBANK,BUY,1630.7
2023-03-10,HDFCBANK,SELL,1588.65
2023-04-20,HDFCBANK,BUY,1671.9
2023-04-21,ITC,SELL,385.36223004
2023-04-24,ICICIBANK,BUY,904.75
2023-04-24,ITC,BUY,385.78701107
2023-05-10,BAJFINANCE,BUY,6631.5
2023-05-11,SBIN,BUY,573.45001
2023-05-12,RELIANCE,BUY,1127.71979872
2023-05-12,BHARTIARTL,BUY,791.95001
2023-05-22,HINDUNILVR,BUY,2638.1001
2023-05-24,HDFCBANK,SELL,1615.8
2023-05-24,ITC,SELL,409.19663618
2023-05-25,ITC,BUY,416.41774385
2023-05-31,BHARTIARTL,SELL,849.90002
2023-06-01,BHARTIARTL,BUY,827.95001
2023-06-01,BAJFINANCE,SELL,7040.5
2023-06-02,BAJFINANCE,BUY,7023.8999
2023-06-23,SBIN,SELL,554.59998
2023-06-30,BHARTIARTL,SELL,878.75
2023-07-03,BHARTIARTL,BUY,879.15002
2023-07-03,SBIN,BUY,585.45001
2023-07-04,HDFCBANK,BUY,1728.2
2023-07-04,BAJFINANCE,SELL,7860.4502
2023-07-05,HDFCBANK,SELL,1673.3
2023-07-05,ITC,SELL,448.4644197
2023-07-05,BAJFINANCE,BUY,7838.75
2023-07-06,RELIANCE,SELL,1197.80646813
2023-07-06,HDFCBANK,BUY,1675.0
2023-07-06,ICICIBANK,SELL,959.40002
2023-07-06,ITC,BUY,447.33167657
2023-07-07,RELIANCE,BUY,1195.46877659
2023-07-07,ICICIBANK,BUY,946.40002
2023-07-10,BAJFINANCE,SELL,7533.25
2023-07-11,BAJFINANCE,BUY,7444.0
2023-07-14,TCS,BUY,3514.6499
2023-07-17,RELIANCE,SELL,1269.50463265
2023-07-18,RELIANCE,BUY,1280.28545828
2023-07-20,INFY,BUY,1449.5
2023-07-21,TCS,SELL,3368.3
2023-07-21,INFY,SELL,1331.6
2023-07-24,TCS,BUY,3394.75
2023-07-24,HINDUNILVR,SELL,2580.25
2023-08-02,BAJFINANCE,SELL,7203.4502
2023-08-03,RELIANCE,SELL,1237.94995
2023-08-03,ITC,SELL,430.48240332
2023-08-04,INFY,BUY,1378.35
2023-08-07,RELIANCE,BUY,1261.92505
2023-08-09,HDFCBANK,SELL,1650.5
2023-08-09,SBIN,SELL,573.75
2023-08-22,ICICIBANK,SELL,952.0
2023-08-24,BAJFINANCE,BUY,7137.4502
2023-08-25,ICICIBANK,BUY,970.40002
2023-08-25,BAJFINANCE,SELL,7211.5
2023-08-28,RELIANCE,SELL,1221.875
2023-08-28,BAJFINANCE,BUY,7235.6001
2023-08-31,BHARTIARTL,SELL,856.40002
2023-09-04,INFY,SELL,1465.1
2023-09-05,INFY,BUY,1478.9
2023-09-06,ITC,BUY,422.36456505
2023-09-06,BHARTIARTL,BUY,880.29999
2023-09-07,ITC,SELL,420.90144401
2023-09-11,RELIANCE,BUY,1237.30005
2023-09-12,RELIANCE,SELL,1219.42505
2023-09-15,RELIANCE,BUY,1228.92505
2023-09-15,BHARTIARTL,SELL,936.15002
2023-09-18,RELIANCE,SELL,1218.225
2023-09-18,TCS,SELL,3606.1499
2023-09-18,BHARTIARTL,BUY,920.20001
2023-09-20,TCS,BUY,3606.05
2023-09-25,SBIN,BUY,594.04999
2023-09-25,BAJFINANCE,SELL,7819.8501
2023-09-26,ICICIBANK,SELL,948.70001
2023-09-26,BAJFINANCE,BUY,7870.6499
2023-10-03,INFY,SELL,1434.0
2023-10-06,INFY,BUY,1478.7
2023-10-13,INFY,SELL,1431.15
2023-10-13,SBIN,SELL,576.15002
2023-10-18,TCS,SELL,3487.25
2023-10-26,BAJFINANCE,SELL,7421.7998
2023-11-23,BHARTIARTL,SELL,976.65002
2023-11-24,BHARTIARTL,BUY,973.15002
2023-12-04,INFY,BUY,1464.35
2023-12-04,BHARTIARTL,SELL,1032.9
2023-12-05,BHARTIARTL,BUY,1031.1
2023-12-06,TCS,BUY,3604.1001
2023-12-07,BHARTIARTL,SELL,1000.0
2023-12-08,BHARTIARTL,BUY,1000.25
2023-12-13,ICICIBANK,BUY,1013.9
2023-12-13,SBIN,BUY,619.84998
2023-12-14,RELIANCE,BUY,1232.07495
2023-12-14,HDFCBANK,BUY,1650.15
2023-12-15,TCS,SELL,3861.0
2023-12-15,INFY,SELL,1578.4
2023-12-15,ITC,BUY,432.51188648
2023-12-18,TCS,BUY,3859.2
2023-12-18,HINDUNILVR,BUY,2535.5
2023-12-18,INFY,BUY,1564.35
2024-01-02,ICICIBANK,SELL,982.25
2024-01-03,TCS,SELL,3691.75
2024-01-03,INFY,SELL,1490.0
2024-01-05,INFY,BUY,1532.55
2024-01-09,BHARTIARTL,SELL,1064.5
2024-01-10,RELIANCE,SELL,1325.05005
2024-01-10,BHARTIARTL,BUY,1062.7
2024-01-11,RELIANCE,BUY,1359.9
2024-01-11,BAJFINANCE,BUY,7669.75
2024-01-12,TCS,BUY,3882.8
2024-01-12,ICICIBANK,BUY,1003.5
2024-01-15,INFY,SELL,1652.1
2024-01-16,INFY,BUY,1631.55
2024-01-16,BAJFINANCE,SELL,7456.6499
2024-01-17,HDFCBANK,SELL,1537.5
2024-01-20,HINDUNILVR,SELL,2468.8999
2024-01-23,BHARTIARTL,SELL,1158.0
2024-01-24,BHARTIARTL,BUY,1189.95
2024-01-29,RELIANCE,SELL,1448.05005
2024-01-30,RELIANCE,BUY,1407.625
2024-01-30,ITC,SELL,413.49153953
2024-02-01,BHARTIARTL,SELL,1151.2
2024-02-02,BHARTIARTL,BUY,1150.8
2024-02-05,BHARTIARTL,SELL,1113.55
2024-02-06,TCS,SELL,4136.0
2024-02-06,INFY,SELL,1729.45
2024-02-06,BHARTIARTL,BUY,1134.05
2024-02-07,TCS,BUY,4083.3999
2024-02-07,INFY,BUY,1693.75
2024-02-07,SBIN,SELL,675.25
2024-02-08,SBIN,BUY,699.54999
2024-02-14,SBIN,SELL,743.40002
2024-02-15,SBIN,BUY,761.70001
2024-02-23,RELIANCE,SELL,1493.625
2024-02-26,RELIANCE,BUY,1487.32495
2024-03-01,ICICIBANK,SELL,1086.9
2024-03-02,ICICIBANK,BUY,1084.65
2024-03-04,INFY,SELL,1637.2
2024-03-12,BHARTIARTL,SELL,1204.25
2024-03-13,RELIANCE,SELL,1432.17505
2024-03-13,BHARTIARTL,BUY,1168.75
2024-03-14,INFY,BUY,1653.3
2024-03-15,SBIN,SELL,731.90002
2024-03-18,INFY,SELL,1602.65
2024-03-22,TCS,SELL,3910.8999
2024-03-27,RELIANCE,BUY,1492.85
2024-04-01,SBIN,BUY,758.29999
2024-04-12,TCS,BUY,4001.3999
2024-04-15,TCS,SELL,3941.2
2024-04-18,BHARTIARTL,SELL,1265.75
2024-04-19,BHARTIARTL,BUY,1289.0
2024-04-19,BAJFINANCE,BUY,7119.5
2024-04-25,SBIN,SELL,812.70001
2024-04-26,SBIN,BUY,801.29999
2024-04-26,BAJFINANCE,SELL,6731.2002
2024-04-29,ICICIBANK,SELL,1160.15
2024-04-30,ICICIBANK,BUY,1150.4
2024-05-03,RELIANCE,SELL,1434.0
2024-05-06,HDFCBANK,BUY,1522.65
2024-05-09,HDFCBANK,SELL,1447.5
2024-05-09,ICICIBANK,SELL,1115.7
2024-05-10,ICICIBANK,BUY,1117.05
2024-05-18,ITC,BUY,412.1700279
2024-05-21,RELIANCE,BUY,1436.125
2024-05-22,RELIANCE,SELL,1460.65
2024-05-23,RELIANCE,BUY,1486.05005
2024-05-23,BHARTIARTL,SELL,1374.05
2024-05-24,BHARTIARTL,BUY,1388.5
2024-05-29,RELIANCE,SELL,1440.775
2024-05-31,HDFCBANK,BUY,1531.55
2024-05-31,ITC,SELL,402.54189064
2024-06-03,SBIN,SELL,905.65002
2024-06-04,HDFCBANK,SELL,1483.15
2024-06-04,ICICIBANK,SELL,1071.45
2024-06-04,BHARTIARTL,SELL,1299.7
2024-06-05,HDFCBANK,BUY,1551.8
2024-06-05,HINDUNILVR,BUY,2602.75
2024-06-05,BHARTIARTL,BUY,1344.35
2024-06-06,ITC,BUY,410.99010681
2024-06-07,ICICIBANK,BUY,1121.7
2024-06-07,BHARTIARTL,SELL,1425.25
2024-06-07,SBIN,BUY,829.95001
2024-06-10,BHARTIARTL,BUY,1426.05
2024-06-11,RELIANCE,BUY,1456.67505
2024-06-12,BAJFINANCE,BUY,7217.75
2024-06-13,HINDUNILVR,SELL,2487.3999
2024-06-14,HINDUNILVR,BUY,2479.75
2024-06-19,HDFCBANK,SELL,1657.85
2024-06-19,ITC,SELL,399.8988485
2024-06-20,HDFCBANK,BUY,1669.35
2024-06-20,BHARTIARTL,SELL,1381.15
2024-06-21,BHARTIARTL,BUY,1416.05
2024-06-24,RELIANCE,SELL,1441.475
2024-06-25,ICICIBANK,SELL,1197.95
2024-06-26,ICICIBANK,BUY,1218.0
2024-06-27,RELIANCE,BUY,1530.55005
2024-07-01,ITC,BUY,404.99610764
2024-07-02,ITC,SELL,401.64514116
2024-07-04,INFY,BUY,1650.65
2024-07-04,ITC,BUY,404.99610764
2024-07-05,ITC,SELL,409.33821727
2024-07-08,ITC,BUY,418.73040808
2024-07-11,BAJFINANCE,SELL,6950.2998
2024-07-15,TCS,BUY,4167.3501
2024-07-15,SBIN,SELL,883.0
2024-07-16,HINDUNILVR,SELL,2688.45
2024-07-16,SBIN,BUY,881.54999
2024-07-18,HDFCBANK,SELL,1614.8
2024-07-18,HINDUNILVR,BUY,2738.3999
2024-07-18,INFY,SELL,1758.05
2024-07-18,ITC,SELL,443.88631641
2024-07-19,INFY,BUY,1792.95
2024-07-19,ITC,BUY,447.94523554
2024-07-24,SBIN,SELL,852.0
2024-07-26,BHARTIARTL,SELL,1514.4
2024-07-26,SBIN,BUY,862.45001
2024-07-29,BHARTIARTL,BUY,1481.35
2024-08-01,HDFCBANK,BUY,1638.8
2024-08-05,RELIANCE,SELL,1447.32495
2024-08-05,ICICIBANK,SELL,1172.6
2024-08-05,SBIN,SELL,811.65002
2024-08-19,RELIANCE,BUY,1488.4
2024-08-19,TCS,SELL,4490.0
2024-08-20,RELIANCE,SELL,1495.94995
2024-08-20,TCS,BUY,4523.2998
2024-08-21,RELIANCE,BUY,1498.67505
2024-08-21,ITC,SELL,477.0656882
2024-08-22,RELIANCE,SELL,1498.125
2024-08-22,ICICIBANK,BUY,1191.1
2024-08-22,ITC,BUY,476.26334185
2024-08-23,RELIANCE,BUY,1499.975
2024-08-26,RELIANCE,SELL,1512.6
2024-08-27,RELIANCE,BUY,1500.44995
2024-08-28,RELIANCE,SELL,1498.30005
2024-08-28,INFY,SELL,1939.1
2024-08-29,RELIANCE,BUY,1520.92505
2024-08-29,INFY,BUY,1933.35
2024-08-30,BHARTIARTL,SELL,1589.05
2024-09-02,BHARTIARTL,BUY,1571.35
2024-09-06,RELIANCE,SELL,1464.82495
2024-09-09,HINDUNILVR,SELL,2921.8
2024-09-10,HINDUNILVR,BUY,2898.6
2024-09-10,BAJFINANCE,BUY,7241.85
2024-09-16,ICICIBANK,SELL,1262.85
2024-09-17,ICICIBANK,BUY,1268.1
2024-09-18,TCS,SELL,4346.15
2024-09-20,HDFCBANK,SELL,1741.2
2024-09-20,BHARTIARTL,SELL,1711.75
2024-09-23,RELIANCE,BUY,1493.375
2024-09-23,HDFCBANK,BUY,1759.8
2024-09-23,BHARTIARTL,BUY,1750.45
2024-09-24,RELIANCE,SELL,1489.375
2024-09-26,BAJFINANCE,SELL,7768.4
2024-09-27,BAJFINANCE,BUY,7756.0
2024-10-03,HDFCBANK,SELL,1682.0
2024-10-03,BHARTIARTL,SELL,1673.45
2024-10-03,BAJFINANCE,SELL,7433.85
2024-10-09,HINDUNILVR,SELL,2768.95
2024-10-11,ICICIBANK,SELL,1223.0
2024-10-11,ITC,SELL,460.82998335
2024-10-14,BHARTIARTL,BUY,1695.6
2024-10-21,HDFCBANK,BUY,1728.7
2024-10-21,INFY,SELL,1852.75
2024-10-22,ICICIBANK,BUY,1267.5
2024-10-29,BHARTIARTL,SELL,1637.1
2024-11-01,ITC,BUY,462.81225079
2024-11-04,ITC,SELL,457.43181059
2024-11-11,INFY,BUY,1860.1
2024-11-12,INFY,SELL,1868.8
2024-11-13,INFY,BUY,1868.4
2024-11-14,INFY,SELL,1864.55
2024-11-25,SBIN,BUY,844.45
2024-11-27,BHARTIARTL,BUY,1577.65
2024-11-28,BHARTIARTL,SELL,1560.4
2024-12-04,HDFCBANK,SELL,1860.1
2024-12-05,HDFCBANK,BUY,1865.75
2024-12-06,INFY,BUY,1922.4
2024-12-12,TCS,BUY,4454.95
2024-12-13,ICICIBANK,SELL,1344.9
2024-12-16,ICICIBANK,BUY,1346.1
2024-12-16,BHARTIARTL,BUY,1662.55
2024-12-18,BHARTIARTL,SELL,1601.9
2024-12-19,TCS,SELL,4271.9
2024-12-19,HDFCBANK,SELL,1793.5
2024-12-19,ICICIBANK,SELL,1286.9
2024-12-20,SBIN,SELL,812.0
2025-01-06,BAJFINANCE,BUY,7349.35
2025-01-17,INFY,SELL,1815.45
2025-01-30,BAJFINANCE,SELL,7901.65
2025-01-31,BAJFINANCE,BUY,7885.1
2025-02-03,BAJFINANCE,SELL,8425.8
2025-02-04,BAJFINANCE,BUY,8475.35
2025-02-07,BHARTIARTL,BUY,1676.75
2025-02-11,BAJFINANCE,SELL,8191.2
2025-02-12,BAJFINANCE,BUY,8214.05
2025-02-24,BHARTIARTL,SELL,1601.3
2025-03-11,BHARTIARTL,BUY,1662.95
2025-03-19,BAJFINANCE,SELL,8731.6
2025-03-20,BAJFINANCE,BUY,8679.65
2025-03-28,HDFCBANK,BUY,1828.2
2025-03-28,ICICIBANK,BUY,1348.35
2025-04-01,HDFCBANK,SELL,1767.85
2025-04-02,HDFCBANK,BUY,1796.9
2025-04-07,ICICIBANK,SELL,1287.55
2025-04-15,ICICIBANK,BUY,1350.2
2025-04-15,BHARTIARTL,SELL,1798.8
2025-04-16,BHARTIARTL,BUY,1822.6
2025-04-17,HDFCBANK,SELL,1906.7
