,portfolio,investment,cash
2020-06-04,179548.37853993996,179248.3962577,299.98228223997285
2020-06-05,183274.55637168998,182974.57408945,299.98228223997285
2020-06-08,183525.06887722996,183225.08659499,299.98228223997285
2020-06-09,178092.34113172995,177792.35884948997,299.98228223997285
2020-06-10,177873.15051843997,177573.1682362,299.98228223997285
2020-06-11,173097.99461599998,172798.01233376,299.98228223997285
2020-06-12,175681.27567943998,175381.2933972,299.98228223997285
2020-06-15,172737.91028699998,172437.92800476,299.98228223997285
2020-06-16,175023.71948970997,0.0,175023.71948970997
2020-06-17,175961.21948970997,175912.505,48.714489709964255
2020-06-18,178523.71948970997,178475.005,48.714489709964255
2020-06-19,176436.21198970996,176387.4975,48.714489709964255
2020-06-22,175973.71698970997,175925.0025,48.714489709964255
2020-06-23,180211.21948970997,180162.505,48.714489709964255
2020-06-24,178586.21948970997,178537.505,48.714489709964255
2020-06-25,175173.71448970996,175125.0,48.714489709964255
2020-06-26,177598.71698970997,0.0,177598.71698970997
2020-06-29,178001.26379230997,177408.03863791,593.2251543999591
2020-06-30,176997.50278842993,176404.27763402998,593.2251543999591
2020-07-01,180148.58467049996,179555.3595161,593.2251543999591
2020-07-02,183258.63296552995,182665.40781113,593.2251543999591
2020-07-03,183361.83248977995,182768.60733538,593.2251543999591
2020-07-06,182861.18885257994,182267.96369817998,593.2251543999591
2020-07-07,180585.78391257994,180075.10466964,510.67924293996475
2020-07-08,180636.78780603997,180126.1085631,510.67924293996475
2020-07-09,182090.90518863,181580.22594569,510.67924293996475
2020-07-10,182421.37667775998,181910.69743482,510.67924293996475
2020-07-13,183511.65093943995,182621.94158545,889.7093539899652
2020-07-14,180948.86500332993,180937.05530235998,11.809700969965206
2020-07-15,182581.36913065996,181689.86675514,891.5023755199652
2020-07-16,182058.14664796996,181166.64427245,891.5023755199652
2020-07-17,185470.37622833997,184578.87385282002,891.5023755199652
2020-07-20,186948.01296131994,186056.5105858,891.5023755199652
2020-07-21,186767.65853691997,185876.15616140002,891.5023755199652
2020-07-22,185380.46746504994,184488.96508953,891.5023755199652
2020-07-23,185800.97773940995,185674.57534389,126.40239551996524
2020-07-24,184757.73369332997,184631.33129781001,126.40239551996524
2020-07-27,181915.16309431996,181018.7606988,896.4023955199652
2020-07-28,182620.43660148996,181724.03420597,896.4023955199652
2020-07-29,181442.16892190996,181296.16656639,146.00235551996525
2020-07-30,179651.30558000997,117028.90322448999,62622.402355519975
2020-07-31,180306.09094158997,57394.788586070004,122911.30235551998
2020-08-03,178391.51910997,178375.82525687,15.693853099975968
2020-08-04,178591.49950072996,118039.94909810998,60551.55040261997
2020-08-05,176835.18256520995,176342.59037931,492.5921858999718
2020-08-06,179467.68758270994,179328.54540680998,139.1421758999718
2020-08-07,178736.52576385994,178237.93357795998,498.5921858999718
2020-08-10,178858.07710715997,178359.48492126,498.5921858999718
2020-08-11,180288.78592705,179790.19374115003,498.5921858999718
2020-08-12,180872.34052923997,179589.74834334,1282.5921858999718
2020-08-13,179654.94950722996,179605.35732133,49.59218589997181
2020-08-14,178074.73840901995,178025.14622311998,49.59218589997181
2020-08-17,178399.85138423997,177159.55919834,1240.2921858999716
2020-08-18,179741.77253452,179082.88034862,658.8921858999715
2020-08-19,179550.42094780997,178891.52876190998,658.8921858999715
2020-08-20,177549.68552457998,176890.79333868,658.8921858999715
2020-08-21,177025.02940379997,176366.1372179,658.8921858999715
2020-08-24,177300.29776093998,176641.40557504,658.8921858999715
2020-08-25,175955.60121143996,174684.70902553998,1270.8921858999715
2020-08-26,178169.46900699998,177703.7768311,465.6921758999715
2020-08-27,177000.43321446,176534.74103856002,465.6921758999715
2020-08-28,176798.28561226,175898.59343636,899.6921758999715
2020-08-31,171416.57115944996,171286.95648087,129.61467857996922
2020-09-01,175022.89411147998,171885.27943290002,3137.614678579969
2020-09-02,176085.13154569996,172947.51686712,3137.614678579969
2020-09-03,174046.37922314997,173183.26454457,863.1146785799692
2020-09-04,171020.34550647996,169782.2308279,1238.1146785799692
2020-09-07,171645.66203498997,112695.54735641001,58950.11467857997
2020-09-08,172326.58072564995,60569.86858707,111756.71213857997
2020-09-09,173935.69202321995,173901.97988464,33.71213857996918
2020-09-10,174709.44298764996,114226.34509999999,60483.097887649965
2020-09-11,177379.64319642994,173919.66080535,3459.9823910799605
2020-09-14,177889.49974582996,57608.61245475001,120280.88729107997
2020-09-15,178478.63186438996,177784.93977330998,693.6920910799818
2020-09-16,179530.39665682998,178836.70456575,693.6920910799818
2020-09-17,176899.98041592998,155311.28832485,21588.69209107998
2020-09-18,176257.91700649998,175900.22491542,357.69209107998176
2020-09-21,176669.93334288997,158998.24125181,17671.69209107998
2020-09-22,179569.14405014995,142259.09999999998,37310.04405014998
2020-09-23,176685.22335975,176306.88343068,378.339929069989
2020-09-24,174105.73726419,56127.39733512,117978.33992906999
2020-09-25,177858.48681519,175912.14688612003,1946.339929069989
2020-09-28,178270.20508747,176323.8651584,1946.339929069989
2020-09-29,181754.33429306996,179807.99436399998,1946.339929069989
2020-09-30,181773.43718371,180887.09725464002,886.339929069989
2020-10-01,183381.87826546998,182121.9383364,1259.939929069989
2020-10-05,188829.67216618996,188552.23223711998,277.4399290699889
2020-10-06,192428.24209570998,192150.80216664,277.4399290699889
2020-10-07,195094.44039514998,172874.10046608,22220.33992906999
2020-10-08,197205.75453347,196479.7187844,726.0357490699971
2020-10-09,200457.12405386998,199942.08830479998,515.0357490699971
2020-10-12,201027.55331706998,200911.91756799998,115.63574906999713
2020-10-13,202593.70811354998,202481.77238448,111.93572906999714
2020-10-14,202071.33004514998,201959.39431608,111.93572906999714
2020-10-15,198814.02163279,117350.68590372,81463.33572907001
2020-10-16,201057.83875939,201014.50303032,43.3357290700078
2020-10-19,201258.37534419002,201215.03961512,43.3357290700078
2020-10-20,203556.03143779,167904.65000999998,35651.38142779001
2020-10-21,205919.23142779,169851.84999999998,36067.38142779001
2020-10-22,204033.68201779,201017.59972,3016.0822977900098
2020-10-23,203862.78227779001,190852.50028,13010.281997790009
2020-10-26,201055.13227779005,176085.55028000002,24969.58199779001
2020-10-27,202054.88227779,200367.30027999997,1687.58199779001
2020-10-28,198810.93171779,185646.15,13164.78171779001
2020-10-29,197458.43138779,197237.89967,220.5317177900106
2020-10-30,196651.93204779,94620.75033,102031.18171779001
2020-11-02,202486.78204779,200222.10033,2264.6817177900084
2020-11-03,207675.73171779,207622.05,53.681717790008406
2020-11-04,210631.78171779,210578.1,53.681717790008406
2020-11-05,213640.48171779,87574.8,126065.68171779001
2020-11-06,214527.18031779001,211049.65,3477.530317790006
2020-11-09,217336.53221779,216489.4019,847.1303177900058
2020-11-10,217235.63221779,161803.2019,55432.43031779
2020-11-11,220677.17656778998,219175.74625,1501.4303177900001
2020-11-12,219306.77886779,219204.54855,102.2303177900003
2020-11-13,221365.17846779,221262.94815,102.2303177900003
2020-11-14,222227.67840779,222125.44809,102.2303177900003
2020-11-17,223232.87916779003,223130.64885000003,102.2303177900003
2020-11-18,222973.52720779,163259.89695,59713.630257790006
2020-11-19,218719.57775779002,216539.3469,2180.230857790004
2020-11-20,221141.18260779002,218960.95175,2180.230857790004
2020-11-23,224107.97970779001,137906.75,86201.22970779001
2020-11-24,224892.03093779003,223471.80123,1420.2297077900148
2020-11-25,221624.98063779002,220204.75093,1420.2297077900148
2020-11-26,223593.38067779003,222173.15097000002,1420.2297077900148
2020-11-27,222644.32693779003,221224.09723,1420.2297077900148
2020-12-01,226472.46693687004,226340.71106615002,131.75587072001485
2020-12-02,226162.10691807006,226030.35104735004,131.75587072001485
2020-12-03,225512.41150761003,195464.65563689,30047.755870720015
2020-12-04,228966.82386386005,228731.06799314002,235.75587072001508
2020-12-07,230186.03420056,182985.27832984,47200.755870720015
2020-12-08,231580.10349597005,230503.34762525003,1076.755870720015
2020-12-09,233657.69850642004,232580.94263570002,1076.755870720015
2020-12-10,232641.10519405003,230198.89750000002,2442.207694050015
2020-12-11,233842.21751281002,233829.136978,13.080534810015251
2020-12-14,235302.68188241002,235289.6013476,13.080534810015251
2020-12-15,232758.01335577003,188735.38102096002,44022.63233481002
2020-12-16,233713.46233497,231282.83000016,2430.6323348100195
2020-12-17,234389.50365449002,231958.87131968,2430.6323348100195
2020-12-18,236627.72793625004,177420.29560144,59207.432334810015
2020-12-21,231666.87591625002,231553.5489,113.32701625001937
2020-12-22,235373.32575625004,181413.99874,53959.32701625002
2020-12-23,241009.52147062,239496.9039582,1512.617512420009
2020-12-24,243050.08805920003,242710.47054678,339.617512420009
2020-12-28,245780.81410795002,245441.19659553,339.617512420009
2020-12-29,247402.46499454998,247062.84748213,339.617512420009
2020-12-30,247745.41518096003,247405.79766854,339.617512420009
2020-12-31,246202.33330511,245862.71579269,339.617512420009
2021-01-01,248126.26242641002,194181.14686399,53945.11556242001
2021-01-04,249990.59115113,249878.82749871,111.76365242001339
2021-01-05,249235.12849146003,197450.16313904,51784.96535242002
2021-01-06,246336.29899352003,244168.8336411,2167.4653524200185
2021-01-07,245726.55119268005,245215.53590026003,511.01529242001834
2021-01-08,246978.42143373002,246582.07800767,396.34342606002883
2021-01-11,249837.05876367,248839.71533761,997.3434260600288
2021-01-12,254159.35794164005,253162.01451558003,997.3434260600288
2021-01-13,260556.38154765,260478.12567642998,78.25587122003617
2021-01-14,261821.66428187006,261497.42562795003,324.2386539200479
2021-01-15,264514.04744125006,264189.80878733,324.2386539200479
2021-01-18,264487.39999520004,186692.66134128,77794.73865392005
2021-01-19,264297.92879817006,263477.68884425,820.239953920056
2021-01-20,264932.58347300004,264112.34351907996,820.239953920056
2021-01-21,260341.58750471007,259521.34755079,820.239953920056
2021-01-22,258103.45225704007,218868.21230312,39235.239953920056
2021-01-25,255912.78440636006,254770.14445244,1142.6399539200575
2021-01-27,256609.78756008006,215685.74763616,40924.039923920056
2021-01-28,253639.01379335005,175252.77386943,78386.23992392005
2021-01-29,255436.40776680005,0.0,255436.40776680005
2021-02-01,271519.07450724003,266380.79547256,5138.279034680047
2021-02-02,279101.24683379004,277811.96779911,1289.2790346800466
2021-02-03,281295.09087719006,281029.56184251,265.5290346800466
2021-02-04,284056.94580031006,283128.78291387,928.1628864400482
2021-02-05,286981.2671850401,286055.64605140005,925.621133640052
2021-02-08,290354.95533368003,290225.33420004,129.621133640052
2021-02-09,289541.59218214004,289411.9710485,129.621133640052
2021-02-10,287909.7237347901,287780.10260115005,129.621133640052
2021-02-11,288386.9999871401,260156.37802560005,28230.62196154005
2021-02-12,288054.80809030007,287011.88458876003,1042.9235015400518
2021-02-15,290758.29508439003,290370.37158285,387.9235015400518
2021-02-16,289593.83842714,289205.9149256,387.9235015400518
2021-02-17,286533.32905039005,236463.80394885,50069.52510154006
2021-02-18,284487.7255985901,284436.08903081005,51.636567780056794
2021-02-19,281971.33785227005,281919.70128449,51.636567780056794
2021-02-22,280297.43476727,155907.60219116998,124389.83257610005
2021-02-23,280301.12130502006,70455.03872892,209846.08257610005
2021-02-24,293219.92731070006,292504.3447346,715.5825761000451
2021-02-25,293029.88727027003,292314.30469417,715.5825761000451
2021-02-26,285244.74882561003,284822.14531,422.60351561006973
2021-03-01,287419.5925806101,286996.98906500003,422.60351561006973
2021-03-02,288003.66163561004,287581.05812,422.60351561006973
2021-03-03,301112.1626976101,300689.559182,422.60351561006973
2021-03-04,297518.66788661,297096.064371,422.60351561006973
2021-03-05,297905.4640106101,296692.86049500003,1212.6035156100697
2021-03-08,299594.0953676101,298381.491852,1212.6035156100697
2021-03-09,299587.27280961,298374.66929399996,1212.6035156100697
2021-03-10,298348.04527161,297135.441756,1212.6035156100697
2021-03-12,292308.5268926101,291095.923377,1212.6035156100697
2021-03-15,288400.16666361,287187.563148,1212.6035156100697
2021-03-16,287269.9094426101,286057.305927,1212.6035156100697
2021-03-17,281103.2856129301,280491.59231322,611.6932997100697
2021-03-18,283499.99351211,0.0,283499.99351211
2021-03-19,288563.1411683,284337.18211561,4225.959052690014
2021-03-22,290663.39928209,286437.4402294,4225.959052690014
2021-03-23,288898.05340268,284672.09434998996,4225.959052690014
2021-03-24,287035.00182043004,96116.25,190918.75182043
2021-03-25,282468.65220283007,282452.62945340003,16.022749430005206
2021-03-26,282017.92399423,282001.9012448,16.022749430005206
2021-03-30,288742.68029183,288726.6575424,16.022749430005206
2021-03-31,291022.76791223,291006.7451628,16.022749430005206
2021-04-01,293615.73394263,293599.7111932,16.022749430005206
2021-04-05,288714.67896683,288698.6562174,16.022749430005206
2021-04-06,288885.05015242996,288869.027403,16.022749430005206
2021-04-07,290220.6517914301,287846.87904200004,2373.772749430005
2021-04-08,291120.99242823,290177.2196788,943.7727494300052
2021-04-09,291136.1032036301,290192.33045420004,943.7727494300052
2021-04-12,286099.16226923,98822.25,187276.91226923
2021-04-13,285094.06226923,1397.15,283696.91226923
2021-04-15,290307.71226923,289705.5,602.212269229989
2021-04-16,288165.70326922997,287563.491,602.212269229989
2021-04-19,285164.21226923,284562.0,602.212269229989
2021-04-20,283611.71226923,283009.5,602.212269229989
2021-04-22,297903.01740923,297708.80514,194.21226922998903
2021-04-23,293122.82254923,0.0,293122.82254923
2021-04-26,287825.41282923,287274.59028,550.8225492300116
2021-04-27,296463.26415923,296208.94161,254.32254923001165
2021-04-28,307260.91754923,304543.595,2717.3225492300116
2021-04-29,307311.83117923,307149.50863,162.32254923001165
2021-04-30,301093.96761923004,145932.5,155161.46761923
2021-05-03,305224.46891923004,304356.10221,868.3667092300311
2021-05-04,305499.15920923,226175.79249999998,79323.36670923003
2021-05-05,305911.45698923,305731.09028,180.36670923003112
2021-05-06,306902.36800923,227246.0013,79656.36670923003
2021-05-07,308240.26410923,307948.8974,291.3667092300311
2021-05-10,311151.06272923003,310859.69602,291.3667092300311
2021-05-11,309454.36808923003,309163.00138000003,291.3667092300311
2021-05-12,307356.26892923005,158946.90222,148409.36670923003
2021-05-14,306078.26762923005,157668.90092,148409.36670923003
2021-05-17,310374.16188923,81067.9974,229306.16448923002
2021-05-18,313118.66448923,311420.5,1698.1644892300246
2021-05-19,312359.66616923,311915.70164,443.9645292300247
2021-05-20,311217.06050923,310773.09598,443.9645292300247
2021-05-21,319095.46852923004,318651.504,443.9645292300247
2021-05-24,324585.86168923,158175.89716,166409.96452923003
2021-05-25,324702.36170923,324150.39917999995,551.962529230048
2021-05-26,331391.40772923,330839.44519999996,551.962529230048
2021-05-27,331535.32012923004,330983.3576,551.962529230048
2021-05-28,329057.11050923006,328505.14798,551.962529230048
2021-05-31,329348.82012923004,328796.8576,551.962529230048
2021-06-01,334955.75488923,334403.79235999996,551.962529230048
2021-06-02,334748.50768923,248036.54716000002,86711.96052923004
2021-06-03,337984.74980307004,336771.75701984,1212.992783230031
2021-06-04,339738.56101623,310085.568233,29652.99278323003
2021-06-07,332989.85344471,303336.86066148,29652.99278323003
2021-06-08,334858.1655337501,333276.77275052003,1581.3927832300287
2021-06-09,332276.19929322996,274135.80650999997,58140.392783230025
2021-06-10,336631.88214123005,335989.886798,641.9953432300244
2021-06-11,337027.08999407,333636.59535084,3390.494643230013
2021-06-14,338067.93853970995,337619.44389647996,448.494643230013
2021-06-15,338809.95242323,338361.45778,448.494643230013
2021-06-16,337743.73933575,337295.24469252,448.494643230013
2021-06-17,337146.76247907,336698.26783584,448.494643230013
2021-06-18,341210.00421907,232243.11213584,108966.89208323002
2021-06-21,342687.90365159005,233721.01156836003,108966.89208323002
2021-06-22,341126.33101287007,232159.43892964002,108966.89208323002
2021-06-23,339863.04861339,230896.15653016,108966.89208323002
2021-06-24,342567.68045423,342316.788371,250.89208323002094
2021-06-25,341938.52675423,340364.59368,1573.9330742300226
2021-06-28,341911.23165423,226337.29857999997,115573.93307423002
2021-06-29,343301.68363423,227727.75056,115573.93307423002
2021-06-30,342182.03413423005,226608.10106000002,115573.93307423002
2021-07-01,341969.18201423006,226395.24894000002,115573.93307423002
2021-07-02,342608.53275423,227034.59967999998,115573.93307423002
2021-07-05,343984.23411423,228410.30104000002,115573.93307423002
2021-07-06,345588.73235423,345283.79928,304.9330742300226
2021-07-07,346642.87949423,346337.94641999993,304.9330742300226
2021-07-08,342504.18203423003,342199.24896,304.9330742300226
2021-07-09,340724.9310542301,340419.99798000004,304.9330742300226
2021-07-12,340300.67869423004,224341.74562,115958.93307423002
2021-07-13,340414.98203423,339841.54892,573.4331142300362
2021-07-14,339725.4866942301,339152.05358000007,573.4331142300362
2021-07-15,341163.1894342301,340589.75632000004,573.4331142300362
2021-07-16,341131.27991423005,340557.8468,573.4331142300362
2021-07-19,335583.52749423,293670.09437999997,41913.433114230036
2021-07-20,333856.97889423004,179467.54578,154389.43311423005
2021-07-22,333849.21238623,333404.908112,444.3042742300604
2021-07-23,336042.8534662301,226026.549192,110016.30427423006
2021-07-26,335937.42623423005,149370.45108000003,186566.97515423005
2021-07-27,336705.02805423003,150138.0529,186566.97515423005
2021-07-28,337697.67397423007,151130.69882,186566.97515423005
2021-07-29,337300.20591694006,337260.59520751,39.6107094300678
2021-07-30,333355.2340654401,333315.62335601,39.6107094300678
2021-08-02,334436.9996309401,334397.38892151,39.6107094300678
2021-08-03,341869.00079748,341829.3900880499,39.6107094300678
2021-08-04,340621.30832119007,244332.89793176,96288.41038943006
2021-08-05,346177.86793447006,344851.98122609,1325.8867083800724
2021-08-06,343915.40306438005,117528.14879,226387.25427438007
2021-08-09,339887.03948388016,339833.1934024201,53.8460814600694
2021-08-10,347903.09089550003,346937.69893179997,965.3919637000727
2021-08-11,347066.10041947005,346932.02422533,134.07619414007422
2021-08-12,348666.5047914901,348532.42859735,134.07619414007422
2021-08-13,349069.0080177801,117722.36159248001,231346.64642530007
2021-08-16,349940.13355746015,348138.93714976,1801.196407700103
2021-08-17,351672.1248084301,349870.92840073,1801.196407700103
2021-08-18,349462.4000108901,349324.20360319,138.196407700103
2021-08-20,352621.93570365006,346416.61134619,6205.324357460089
2021-08-23,357244.0408133201,356698.77119071,545.2696226100888
2021-08-24,361956.92604774004,361411.65642513,545.2696226100888
2021-08-25,362917.8825449501,341525.95679155004,21391.92575340009
2021-08-26,362898.2613041001,338512.5074,24385.75390410009
2021-08-27,363008.2060041001,217644.4521,145363.7539041001
2021-08-30,369530.18693243014,367807.32239519,1722.8645372401224
2021-08-31,377068.9238595501,373434.01779967,3634.9060598801007
2021-09-01,373671.3634091601,373098.59377488,572.7696342800991
2021-09-02,379274.9586902501,378973.98898597003,300.969704280099
2021-09-03,380611.6059415501,380310.63623727,300.969704280099
2021-09-06,380917.3131308201,340089.06373704004,40828.2493937801
2021-09-07,380686.60500026005,380671.15695147996,15.448048780097452
2021-09-08,378721.3903873201,378705.94233854,15.448048780097452
2021-09-09,380294.6621961701,380279.21414739,15.448048780097452
2021-09-13,381908.3649850701,381892.91693629,15.448048780097452
2021-09-14,383431.35821301007,383415.91016423,15.448048780097452
2021-09-15,383941.34722175007,188737.54079873,195203.80642302008
2021-09-16,381766.6819668401,380252.13115475,1514.5508120901068
2021-09-17,381008.5845008701,380621.8455658,386.7389350701069
2021-09-20,379780.6929396601,378944.55401459,836.1389250701069
2021-09-21,383451.75524627016,383055.76631120004,395.9889350701069
2021-09-22,383214.32886877016,382818.33993370004,395.9889350701069
2021-09-23,386390.64055325015,385994.65161818004,395.9889350701069
2021-09-24,389046.5630070801,388650.57407201,395.9889350701069
2021-09-27,388070.11756505014,339203.12862998,48866.988935070105
2021-09-28,381099.2015143601,379932.21257929,1166.988935070105
2021-09-29,378245.2213575101,377078.23242243996,1166.988935070105
2021-09-30,377783.10987381,376616.1209387399,1166.988935070105
2021-10-01,375615.0818139401,261035.34617887,114579.7356350701
2021-10-04,377518.4293518001,262938.69371673005,114579.7356350701
2021-10-05,382089.1168012401,378381.47696508997,3707.6398361500906
2021-10-06,382388.7525019301,382248.93044634,139.82205559009026
2021-10-07,384028.4544333202,383888.6323777301,139.82205559009026
2021-10-08,384923.17910943006,384783.35705383995,139.82205559009026
2021-10-11,383881.88090464,308182.0588490499,75699.82205559009
2021-10-12,385185.0650211501,385155.24296556,29.822055590091622
2021-10-13,387084.93255224003,386368.25482808996,716.6777241500916
2021-10-14,392613.1311778801,392374.55748193,238.57369595009163
2021-10-18,391838.1119199601,368979.53822401003,22858.57369595009
2021-10-19,391483.2018726701,389954.89848,1528.3033926700919
2021-10-20,394973.4437979001,394141.62422993,831.8195679700918
2021-10-21,394403.4630893701,380873.6435214,13529.819567970091
2021-10-22,394358.5160693701,394134.95244,223.56362937008998
2021-10-25,392440.2108293701,378616.6472,13823.56362937009
2021-10-26,394630.92270497006,393838.81562919996,792.1070757700891
2021-10-27,392391.32720217004,392112.9201364,278.40706577008905
2021-10-28,385030.6556693701,336916.9497636,48113.70590577008
2021-10-29,383291.31388697005,382872.84693999996,418.4669469700748
2021-11-01,390316.5203869701,389898.05344,418.4669469700748
2021-11-02,391282.6703569701,390864.20341,418.4669469700748
2021-11-03,386972.01748697006,386553.55053999997,418.4669469700748
2021-11-04,388536.86486697005,388118.39791999996,418.4669469700748
2021-11-08,389907.91780697013,389489.45086000004,418.4669469700748
2021-11-09,388182.56957697007,387764.10263,418.4669469700748
2021-11-10,389438.8726169701,232220.40567,157218.4669469701
2021-11-11,386123.3674069701,176089.29978,210034.0676269701
2021-11-12,390904.9771503301,389746.62880367995,1158.3483466501057
2021-11-15,388419.97716681013,387703.2968849,716.6802819101057
2021-11-16,380433.64098761015,379716.96070570004,716.6802819101057
2021-11-17,378862.7497190301,92290.59418408001,286572.1555349501
2021-11-18,378855.67547153006,92283.51993658,286572.1555349501
2021-11-22,380204.4704421501,379955.18976,249.2806821500999
2021-11-23,388808.4035863701,388775.42603015003,32.9775562200999
2021-11-24,388804.7222231101,388771.74466689,32.9775562200999
2021-11-25,392008.1203958701,391975.14283965004,32.9775562200999
2021-11-26,378489.0446979301,378240.0,249.0446979300999
2021-11-29,378796.2344579301,378547.18976,249.0446979300999
2021-11-30,373113.0446979301,372864.0,249.0446979300999
2021-12-01,370041.0446979301,369792.0,249.0446979300999
2021-12-02,375314.6395779301,375065.59488,249.0446979300999
2021-12-03,374009.0446979301,0.0,374009.0446979301
2021-12-06,374009.0446979301,0.0,374009.0446979301
2021-12-07,374009.0446979301,0.0,374009.0446979301
2021-12-08,381785.8946979301,377521.35073,4264.543967930076
2021-12-09,395920.0839443801,395331.22412122006,588.8598231600481
2021-12-10,398599.1536137501,391658.80269000004,6940.350923750084
2021-12-13,394431.76016755006,394396.96737488,34.79279267007951
2021-12-14,392067.0953765901,392032.30258392,34.79279267007951
2021-12-15,390732.3572018301,261302.69731,129429.65989183007
2021-12-16,387819.1106818301,258389.45079,129429.65989183007
2021-12-17,387671.1072018301,0.0,387671.1072018301
2021-12-20,387671.1072018301,0.0,387671.1072018301
2021-12-21,387671.1072018301,0.0,387671.1072018301
2021-12-22,387671.1072018301,0.0,387671.1072018301
2021-12-23,387671.1072018301,0.0,387671.1072018301
2021-12-24,385724.40720183006,383881.0,1843.4072018300649
2021-12-27,386294.3072018301,385898.9,395.4072018300649
2021-12-28,390804.20724183007,388928.0,1876.207241830065
2021-12-29,390294.90726183006,389894.70002,400.20724183006496
2021-12-30,391793.90722183004,389927.1,1866.807221830065
2021-12-31,390750.50728183007,390356.80004,393.70724183006496
2022-01-03,393003.8072618301,392610.10002,393.70724183006496
2022-01-04,393164.3072018301,392770.59996,393.70724183006496
2022-01-05,381979.6072418301,381967.49996000004,12.107281830064949
2022-01-06,376445.70732183004,376433.60004,12.107281830064949
2022-01-07,375722.90728183003,375710.8,12.107281830064949
2022-01-10,383281.20724183007,383269.09996,12.107281830064949
2022-01-11,384289.50732183,384277.40004,12.107281830064949
2022-01-12,388807.80728183006,388795.7,12.107281830064949
2022-01-13,392798.30732183,392786.20003999997,12.107281830064949
2022-01-14,399491.60732183,399479.50003999996,12.107281830064949
2022-01-17,401605.10728183005,401593.0,12.107281830064949
2022-01-18,397713.80724183004,397701.69996,12.107281830064949
2022-01-19,386687.60724183003,386675.49996,12.107281830064949
2022-01-20,377739.9072418301,377727.79996000003,12.107281830064949
2022-01-21,371792.90732183005,2010.80004,369782.10728183005
2022-01-24,371758.70724183007,1976.59996,369782.10728183005
2022-01-25,386879.69656183,386457.58927999996,422.1072818300454
2022-01-27,384351.30724183004,381915.0,2436.3072418300453
2022-01-28,388926.10188183,388625.79464,300.3072418300453
2022-01-31,396275.50180183,395975.19456,300.3072418300453
2022-02-01,392876.50180183,392576.19456,300.3072418300453
2022-02-02,393986.50180183,393686.19456,300.3072418300453
2022-02-03,392151.7179618301,391851.41072000004,300.3072418300453
2022-02-04,391329.51260183007,391029.20536,300.3072418300453
2022-02-07,383943.30724183004,383643.0,300.3072418300453
2022-02-08,385231.7179618301,384931.41072000004,300.3072418300453
2022-02-09,390890.29644183,390589.98919999995,300.3072418300453
2022-02-10,393449.50180183,393149.19456,300.3072418300453
2022-02-11,388599.7179618301,388299.41072000004,300.3072418300453
2022-02-14,382520.30724183004,0.0,382520.30724183004
2022-02-15,392774.30344183004,390313.9962,2460.3072418300435
2022-02-16,389474.51595183,389166.40877,308.1071818300434
2022-02-17,386590.11098183005,386282.0038,308.1071818300434
2022-02-18,387954.74835183,387646.64116999996,308.1071818300434
2022-02-21,382910.9560118301,382602.84883000003,308.1071818300434
2022-02-22,375232.70341183007,0.0,375232.70341183007
2022-02-23,375232.70341183007,0.0,375232.70341183007
2022-02-24,375232.70341183007,0.0,375232.70341183007
2022-02-25,375232.70341183007,0.0,375232.70341183007
2022-02-28,375232.70341183007,0.0,375232.70341183007
2022-03-02,375232.70341183007,0.0,375232.70341183007
2022-03-03,375232.70341183007,0.0,375232.70341183007
2022-03-04,375232.70341183007,0.0,375232.70341183007
2022-03-07,375232.70341183007,0.0,375232.70341183007
2022-03-08,375232.70341183007,0.0,375232.70341183007
2022-03-09,375232.70341183007,0.0,375232.70341183007
2022-03-10,375232.70341183007,0.0,375232.70341183007
2022-03-11,375232.70341183007,0.0,375232.70341183007
2022-03-14,375232.70341183007,0.0,375232.70341183007
2022-03-15,375232.70341183007,0.0,375232.70341183007
2022-03-16,375232.70341183007,0.0,375232.70341183007
2022-03-17,374697.47592103004,374495.6134188,201.86250223004026
2022-03-21,374085.82011883,373883.9576166,201.86250223004026
2022-03-22,382114.00325083005,381912.1407486,201.86250223004026
2022-03-23,385554.65316223004,385352.79066,201.86250223004026
2022-03-24,389912.82501703006,389710.9625148,201.86250223004026
2022-03-25,387619.05841483,387417.1959126,201.86250223004026
2022-03-28,393276.98546203005,393075.1229598,201.86250223004026
2022-03-29,389530.53058063,389328.66807839996,201.86250223004026
2022-03-30,381272.95549723005,381071.092995,201.86250223004026
2022-03-31,383490.24792583,383288.3854236,201.86250223004026
2022-04-01,387542.58422503003,387340.7217228,201.86250223004026
2022-04-04,390830.31637483,390628.4538726,201.86250223004026
2022-04-05,396947.04263383005,396745.1801316,201.86250223004026
2022-04-06,393965.13074683,0.0,393965.13074683
2022-04-07,394826.88448899006,394517.90701232,308.9774766700575
2022-04-08,403774.88902243006,403465.91154576,308.9774766700575
2022-04-11,403082.9017934701,402773.9243168,308.9774766700575
2022-04-12,400232.28603339003,399923.30855672,308.9774766700575
2022-04-13,405727.22735075006,405418.24987408,308.9774766700575
2022-04-18,402981.52429203,402672.54681535996,308.9774766700575
2022-04-19,397348.2116545901,397039.23417792004,308.9774766700575
2022-04-20,394857.80966459005,394548.83218792,308.9774766700575
2022-04-21,398208.10550731,397899.12803063996,308.9774766700575
2022-04-22,392681.81917683006,392372.84170016,308.9774766700575
2022-04-25,386058.40685947007,194679.42938279998,191378.97747667006
2022-04-26,391773.20561859006,391114.22814192,658.9774766700575
2022-04-27,389694.48410731007,389035.50663064,658.9774766700575
